FID,OBJECTID,Place,Name,cdp_name,citycode,anglo,asian,hisp,total,vap,black,bh,nanglo,anglovap,hispvap,bhvap,blackvap,asianvap,nanglovap,Shape_Leng,Shape_Area
0,1,1060,Abram,Abram,1060,17,1,1085,1108,807,3,1086,1091,17,785,786,2,0,790,15323.350727400000324,8053107.666880000382662
1,2,1084,Acala,Acala,1084,0,0,11,11,10,0,11,11,0,10,10,0,0,10,10828.011662299999443,7328542.782929999753833
2,3,1390,Agua Dulce,Agua Dulce,1390,48,7,3149,3218,2190,14,3158,3170,32,2143,2150,9,5,2158,25802.612457399998675,20109586.523600000888109
3,4,1420,Aguilares,Aguilares,1420,1,0,5,6,3,0,5,5,1,2,2,0,0,2,5146.931278740000380,776990.898450999986380
4,5,1500,Airport Heights,Airport Heights,1500,10,0,141,151,107,0,141,141,8,99,99,0,0,99,1826.372050660000014,102743.690598999994108
5,6,1514,Airport Road Addition,Airport Road Addition,1514,3,0,90,96,78,0,90,93,1,74,74,0,0,77,11505.763166200000342,5477747.350840000435710
6,7,1594,Alamo Beach,Alamo Beach,1594,187,4,47,254,215,8,50,67,167,30,32,3,4,48,8789.956918800000494,2289552.080500000156462
7,8,1612,Alanreed,Alanreed,1612,23,0,0,23,23,0,0,0,23,0,0,0,0,0,5007.925479550000091,1192949.170320000033826
8,9,1696,Aldine,Aldine,1696,1288,252,13984,15999,11011,463,14369,14711,1089,9353,9640,334,221,9922,21482.852454299998499,20341073.560199998319149
9,10,1816,Alfred,Alfred,1816,26,1,53,82,66,4,56,56,20,43,46,3,0,46,7587.463072960000318,3222889.446119999978691
10,11,1858,Alice Acres,Alice Acres,1858,35,5,403,465,345,12,410,430,31,293,300,8,5,314,16370.376804499999707,15257907.856699999421835
11,12,2032,Allison,Allison,2032,117,0,5,125,92,2,6,8,90,0,0,0,0,2,9783.280901419999282,5285953.470630000345409
12,13,2194,Alto Bonito Heights,Alto Bonito Heights,2194,1,0,295,296,221,0,295,295,0,221,221,0,0,221,1537.512271909999981,133655.767002000007778
13,14,2286,Amada Acres,Amada Acres,2286,1,1,78,79,59,0,78,78,1,58,58,0,0,58,2017.424032390000093,187675.493449000001419
14,15,2290,Amargosa,Amargosa,2290,10,0,293,305,205,3,295,295,10,194,195,2,0,195,8885.069962449999366,3941492.206189999822527
15,16,3008,Amaya,Amaya,3008,2,0,102,108,61,5,105,106,2,59,59,0,0,59,3764.006427859999803,593840.590349999954924
16,17,3096,Amistad,Amistad,3096,16,2,6,24,20,1,6,8,16,3,3,0,1,4,20327.335065899998881,3898619.351360000204295
17,18,3126,Anacua,Anacua,3126,0,0,23,24,17,0,23,24,0,16,16,0,0,17,1145.819177470000113,69007.869470499994350
18,19,4174,Arroyo Colorado Estates,Arroyo Colorado Estates,4174,18,0,812,833,581,1,812,815,16,562,562,1,0,565,7318.102944260000186,2852381.480789999943227
19,20,4176,Arroyo Gardens,Arroyo Gardens,4176,44,1,373,420,312,2,374,376,34,276,277,1,1,278,16671.002526000000216,10346514.496500000357628
20,21,4462,Atascocita,Atascocita,4462,34319,3919,26776,88174,63230,22361,48162,53855,26483,17688,32659,15408,2741,36747,106345.199280999993789,61990133.294799998402596
21,22,5180,Bacliff,Bacliff,5180,4606,279,3962,9677,7117,627,4558,5071,3771,2545,2922,393,226,3346,13269.831979799999317,6561161.410729999653995
22,23,5520,B and E,B and E,5520,13,0,475,489,316,0,475,476,8,307,307,0,0,308,2626.861478570000145,181013.209382000000915
23,24,5576,Banquete,Banquete,5576,55,2,679,745,568,13,687,690,44,515,522,11,0,524,12261.744587699999101,6087605.779000000096858
24,25,5648,Barksdale,Barksdale,5648,81,1,7,91,73,3,9,10,65,5,7,3,1,8,8652.262069360000169,2304766.080630000215024
25,26,5690,Barrera,Barrera,5690,7,1,114,122,92,0,114,115,3,88,88,0,1,89,1053.480577410000024,64892.014151299998048
26,27,5696,Barrett,Barrett,5696,554,36,2190,5223,3651,2427,4583,4669,412,1312,3183,1893,25,3239,23103.175829399999202,17075503.917899999767542
27,28,5750,Barton Creek,Barton Creek,5750,2736,197,306,3356,2813,57,358,620,2364,217,256,39,142,449,21743.053302500000427,12644088.413100000470877
28,29,5924,Batesville,Batesville,5924,71,5,706,787,599,4,709,716,50,543,543,1,5,549,23024.603003899999749,15285834.376000000163913
29,30,6244,Bear Creek Ranch,Bear Creek Ranch,6244,54,16,228,1787,1233,1508,1708,1733,38,141,1181,1054,12,1195,5630.717100789999677,1552914.380649999948218
30,31,7036,Beauxart Gardens,Beauxart Gardens,7036,852,23,137,1064,854,14,149,212,710,92,98,8,13,144,6809.171678869999596,2327005.260639999993145
31,32,7042,Beaver Creek,Beaver Creek,7042,547,6,256,910,669,63,311,363,420,182,209,30,5,249,13917.265616399999999,8095439.683989999815822
32,33,7486,Belterra,Belterra,7486,4651,407,869,6170,4007,140,990,1519,3114,483,555,78,246,893,12336.958658699999432,6049321.673010000027716
33,34,7516,Ben Arnold,Ben Arnold,7516,62,1,42,117,96,18,52,55,59,26,34,9,1,37,18048.471928899998602,15551657.496300000697374
34,35,7540,Ben Bolt,Ben Bolt,7540,159,1,1486,1662,1266,10,1491,1503,135,1118,1123,8,1,1131,26467.210222400000930,31689192.376499999314547
35,36,7642,Benjamin Perez,Benjamin Perez,7642,0,0,29,29,19,0,29,29,0,19,19,0,0,19,1021.796457339999961,54420.373154100001557
36,37,7708,Ben Wheeler,Ben Wheeler,7708,345,5,86,456,360,9,95,111,274,65,72,7,3,86,15317.179679299999407,7783275.888109999708831
37,38,8164,Bigfoot,Bigfoot,8164,292,0,174,480,393,5,179,188,239,141,145,4,0,154,32716.617896200001269,61782040.309000000357628
38,39,8240,Big Thicket Lake Estates,Big Thicket Lake Estates,8240,442,2,38,514,406,6,42,72,363,20,22,3,1,43,10957.950800200000231,6508850.730849999934435
39,40,8404,Bivins,Bivins,8404,111,1,10,153,131,22,32,42,98,5,25,20,1,33,11879.294915300000866,3678709.954499999992549
40,41,8410,Bixby,Bixby,8410,28,4,316,352,259,0,316,324,24,229,229,0,3,235,10448.200480400000743,4122491.123490000143647
41,42,8644,Bledsoe,Bledsoe,8644,22,0,34,56,39,1,34,34,16,23,23,0,0,23,4525.064860819999922,921274.515657000010833
42,43,8668,Blessing,Blessing,8668,288,1,539,856,623,19,552,568,229,369,381,15,0,394,13481.202165700000478,5262285.635700000450015
43,44,8800,Bloomington,Bloomington,8800,343,5,1610,2082,1466,113,1707,1739,290,1063,1149,88,4,1176,13476.249326099999962,6846734.839069999754429
44,45,8830,Blue Berry Hill,Blue Berry Hill,8830,111,3,716,844,611,10,724,733,86,518,521,3,2,525,11603.464688500000193,7529745.941499999724329
45,46,8908,Bluetown,Bluetown,8908,38,0,448,491,351,1,448,453,29,317,317,0,0,322,19906.142707800001517,7799030.273459999822080
46,47,8932,Bluff Dale,Bluff Dale,8932,137,0,5,151,116,3,8,14,103,4,7,3,0,13,4489.793526940000447,811843.117455000057817
47,48,9232,Boling,Boling,9232,279,5,559,930,700,84,630,651,237,385,446,65,5,463,17237.232017499998619,12201501.633999999612570
48,49,9250,Bolivar Peninsula,Bolivar Peninsula,9250,2289,37,320,2769,2445,37,348,480,2096,222,247,28,27,349,110026.989048999996157,124286784.060000002384186
49,50,9310,Bonanza Hills,Bonanza Hills,9310,4,2,57,61,46,2,57,57,3,43,43,2,2,43,6821.791687599999932,2881190.593419999815524
50,51,9598,Botines,Botines,9598,4,0,145,149,108,1,145,145,3,105,105,1,0,105,11167.880569999999352,4918776.415590000338852
51,52,9656,Box Canyon,Box Canyon,9656,19,0,8,29,29,0,8,10,19,8,8,0,0,10,17289.950048599999718,3731848.324889999814332
52,53,9796,Boys Ranch,Boys Ranch,9796,108,4,33,173,50,31,60,65,34,8,15,9,0,16,9122.605637320000824,4170201.984269999898970
53,54,10084,Brazos,Brazos,10084,90,0,19,112,80,0,19,22,64,13,13,0,0,16,4582.654221709999547,882796.435811999952421
54,55,10192,Briar,Briar,10192,5605,86,914,7035,5490,120,1017,1430,4541,559,621,64,59,949,52773.371298899997782,56632711.784800000488758
55,56,10276,Briggs,Briggs,10276,76,0,20,101,87,3,21,25,67,16,16,2,0,20,6326.798955530000057,1418508.425959999905899
56,57,10336,Bristol,Bristol,10336,526,11,129,714,575,38,161,188,449,81,105,27,7,126,20482.631691899998259,15176619.073100000619888
57,58,10660,Brookston,Brookston,10660,67,0,1,91,65,19,20,24,46,0,17,17,0,19,7004.439208400000098,1914343.680429999949411
58,59,10852,Brundage,Brundage,10852,0,1,12,12,10,1,12,12,0,10,10,1,1,10,5003.951144110000314,1579237.087629999965429
59,60,10876,Bruni,Bruni,10876,17,0,233,251,196,2,234,234,15,180,181,1,0,181,7864.835795029999645,3404902.845280000008643
60,61,10897,Brushy Creek,Brushy Creek,10897,13312,3543,3661,22519,16322,1528,5050,9207,10117,2453,3406,1020,2357,6205,32015.589522900001612,16751112.331800000742078
61,62,10984,Buchanan Dam,Buchanan Dam,10984,1310,14,113,1508,1346,8,120,198,1205,73,78,6,12,141,47281.737147899999400,52159416.458999998867512
62,63,10990,Buchanan Lake Village,Buchanan Lake Village,10990,625,5,36,720,607,10,46,95,543,24,24,0,4,64,11327.942033400000582,8565684.057119999080896
63,64,11102,Buena Vista,Buena Vista,11102,8,0,85,93,58,0,85,85,3,55,55,0,0,55,1191.226669330000050,84820.213623200004804
64,65,11236,Buna,Buna,11236,1719,12,99,2137,1647,262,356,418,1347,70,250,182,10,300,24085.921549099999538,15472817.515699999406934
65,66,11440,Burlington,Burlington,11440,44,0,34,81,64,1,35,37,42,21,21,0,0,22,16258.657435700000860,10367294.753200000151992
66,67,11572,Bushland,Bushland,11572,1815,13,272,2234,1539,36,306,419,1295,165,179,16,7,244,17505.534022100000584,15487206.665500000119209
67,68,11626,Butterfield,Butterfield,11626,8,0,90,100,81,2,91,92,7,73,73,1,0,74,12752.367039799999475,8315330.459169999696314
68,69,11725,Cade Lakes,Cade Lakes,11725,322,4,160,507,388,8,168,185,265,103,108,5,3,123,10841.993097799999305,5315884.152510000392795
69,70,11940,Callender Lake,Callender Lake,11940,932,3,79,1090,913,44,121,158,812,46,69,25,1,101,14949.513478999999279,11811718.493799999356270
70,71,12010,Camargito,Camargito,12010,6,1,315,324,224,2,317,318,0,222,224,2,0,224,2723.316065580000213,191596.739409000001615
71,72,12045,Cameron Park,Cameron Park,12045,73,9,6009,6099,4175,17,6013,6026,51,4111,4115,14,5,4124,5528.606265620000158,1444654.624189999885857
72,73,12226,Campo Verde,Campo Verde,12226,1,0,110,111,87,0,110,110,0,87,87,0,0,87,1155.437998650000054,83869.624821399993380
73,74,12334,Camp Swift,Camp Swift,12334,2476,42,4782,7943,5849,563,5287,5467,2091,3212,3629,438,30,3758,30605.035802300000796,31312993.616000000387430
74,75,12502,Cantu Addition,Cantu Addition,12502,17,4,171,191,131,1,171,174,14,114,114,0,3,117,3644.189028289999897,779893.070671000052243
75,76,12508,Canutillo,Canutillo,12508,413,76,5598,6212,4632,109,5692,5799,356,4127,4198,76,51,4276,24552.303127200000745,7498998.124920000322163
76,77,12562,Canyon Creek,Canyon Creek,12562,1011,13,149,1249,957,26,171,238,792,106,123,17,12,165,11896.345676000000822,6611137.776170000433922
77,78,12580,Canyon Lake,Canyon Lake,12580,23227,488,5702,31124,25564,656,6239,7897,19835,4012,4393,446,336,5729,98347.653352599998470,402896586.103999972343445
78,79,12600,Cape Royale,Cape Royale,12600,588,4,25,657,598,23,46,69,547,17,33,16,1,51,13186.296464400000332,9489150.547240000218153
79,80,12892,Carlsbad,Carlsbad,12892,396,10,153,622,506,50,202,226,339,110,153,43,8,167,9278.300627110000278,4005154.097810000181198
80,81,12904,Carlton,Carlton,12904,83,0,12,102,77,1,13,19,64,10,10,0,0,13,8815.017695160000585,2019441.806460000108927
81,82,12982,Carrizo Hill,Carrizo Hill,12982,22,0,528,550,388,0,528,528,20,368,368,0,0,368,6273.092261359999611,1242598.943260000087321
82,83,13075,Carter,Carter,13075,1134,23,331,1637,1191,43,373,503,888,196,214,18,10,303,23948.547032300000865,16628936.328900000080466
83,84,13128,Casa Blanca,Casa Blanca,13128,0,1,64,65,42,1,65,65,0,42,42,0,0,42,1218.574928309999905,88517.180617699996219
84,85,13150,Casas,Casas,13150,0,0,29,29,24,0,29,29,0,24,24,0,0,24,629.866025211999954,23313.804438200000732
85,86,13324,Catarina,Catarina,13324,9,0,61,70,64,0,61,61,9,55,55,0,0,55,17967.651248699999996,9776318.924729999154806
86,87,13432,Cedar Creek,Cedar Creek,13432,893,29,1990,3154,2218,171,2146,2261,754,1246,1365,126,20,1464,41768.536442600001465,46529477.306800000369549
87,88,13570,Cedar Point,Cedar Point,13570,724,8,67,851,709,20,86,127,606,53,70,17,6,103,8427.601991379999163,4806986.273710000328720
88,89,13828,Center Point,Center Point,13828,842,13,364,1263,984,12,372,421,704,234,241,8,6,280,22406.503661099999590,13930644.096300000324845
89,90,13972,Central Gardens,Central Gardens,13972,3297,153,666,4373,3433,184,843,1076,2692,446,561,116,114,741,13927.174246299999140,6700979.946979999542236
90,91,14038,César Chávez,César Chávez,14038,122,4,1470,1608,1156,11,1472,1486,114,1029,1030,9,3,1042,11668.515207700000246,6704081.949239999987185
91,92,14236,Channelview,Channelview,14236,6120,784,32642,45688,31351,6285,38428,39568,5120,21182,25310,4370,613,26231,90118.833521699998528,45774970.641999997198582
92,93,14266,Chaparrito,Chaparrito,14266,0,0,139,142,98,0,139,142,0,97,97,0,0,98,2338.534347679999883,250501.264571999985492
93,94,14290,Chapeno,Chapeno,14290,4,0,38,42,32,1,38,38,4,28,28,1,0,28,2843.688347790000080,207762.248225999996066
94,95,14692,Chilton,Chilton,14692,194,4,470,776,556,92,559,582,159,308,378,70,4,397,16067.624309099999664,10247852.049799999222159
95,96,14740,China Spring,China Spring,14740,1074,8,284,1436,1016,35,316,362,799,162,188,27,3,217,17823.931857700001274,11919524.851999999955297
96,97,14872,Christoval,Christoval,14872,320,2,136,482,375,9,140,162,267,82,86,8,0,108,8075.276336349999838,3418245.825040000025183
97,98,14880,Chula Vista,Chula Vista (Cameron),14880,7,2,248,257,197,0,248,250,7,190,190,0,0,190,3313.160955010000180,475550.882082000025548
98,99,14881,Chula Vista,Chula Vista (Maverick),14881,42,11,5006,5100,3347,12,5013,5058,31,3282,3288,10,9,3316,15984.861063000000286,8602294.157740000635386
99,100,14882,Chula Vista,Chula Vista (Zavala),14882,5,1,296,307,229,4,300,302,3,221,224,3,1,226,7105.432295020000311,1384952.756989999907091
100,101,14927,Cienegas Terrace,Cienegas Terrace,14927,81,10,2922,3025,2095,14,2931,2944,54,2031,2037,8,4,2041,14038.175461900000300,8381323.847330000251532
101,102,14929,Cinco Ranch,Cinco Ranch,14929,10054,2806,2890,16899,12435,801,3623,6845,7723,1927,2448,556,1923,4712,43301.017128300001787,11389206.597500000149012
102,103,14986,Circle D-KC Estates,Circle D-KC Estates,14986,1633,33,736,2588,2057,80,805,955,1415,481,528,53,18,642,35009.350310699999682,24180775.096700001507998
103,104,15028,Citrus City,Citrus City,15028,56,9,3224,3291,1943,3,3225,3235,22,1913,1914,3,7,1921,10393.017909500000314,5308329.105480000376701
104,105,15232,Clay,Clay,15232,2,1,29,139,102,109,136,137,1,22,100,79,1,101,15671.894636200000605,11520352.931299999356270
105,106,15628,Cloverleaf,Cloverleaf,15628,2829,312,18604,24100,16728,2455,20857,21271,2418,12172,13975,1899,243,14310,26902.941979300001549,7933625.342650000005960
106,107,16110,Colorado Acres,Colorado Acres,16110,0,0,127,127,87,0,127,127,0,87,87,0,0,87,15705.439505300000747,7612410.991499999538064
107,108,16228,Comfort,Comfort,16228,972,11,1143,2211,1719,20,1159,1239,856,784,797,14,10,863,16121.123762799999895,8968329.539419999346137
108,109,16300,Concepcion,Concepcion,16300,0,1,41,42,42,0,41,42,0,41,41,0,1,42,2721.514492530000098,206371.914095999993151
109,110,17236,Country Acres,Country Acres,17236,89,2,61,163,138,8,69,74,73,54,62,8,2,65,2321.126814900000227,288831.045727999997325
110,111,17408,Coyanosa,Coyanosa,17408,4,0,149,155,120,1,149,151,4,115,115,0,0,116,3529.893430120000176,555763.519010000047274
111,112,17426,Coyote Acres,Coyote Acres,17426,56,1,499,570,396,5,503,514,41,342,345,3,0,355,16134.316557500000272,13269586.134800000116229
112,113,17756,Crosby,Crosby,17756,1497,46,1466,3417,2301,377,1812,1920,1115,902,1108,222,38,1186,13504.766074400000434,5762538.197519999928772
113,114,17811,Cross Mountain,Cross Mountain,17811,2116,311,1303,3944,2922,169,1453,1828,1656,903,1001,111,196,1266,18430.309509399998205,15805028.896299999207258
114,115,18104,Cuevitas,Cuevitas,18104,0,1,31,33,25,0,31,33,0,23,23,0,1,25,4500.077361730000121,867747.723444000002928
115,116,18134,Cumings,Cumings,18134,840,77,964,2207,1475,303,1250,1367,605,610,789,190,51,870,13723.534738599999400,4981314.736519999802113
116,117,19108,Damon,Damon,19108,261,2,149,436,334,5,153,175,213,107,109,2,0,121,11000.986320500000147,3598843.862240000162274
117,118,19492,Deanville,Deanville,19492,58,2,1,63,50,3,4,5,48,1,2,1,0,2,4199.873241280000002,601927.813282000017352
