cntyvtd,district_id,dem_share,rep_share,pct_white,pct_black,pct_asian,pct_hispanic,polsby_popper,convex_hull_ratio,schwartzberg,reock
10000001,5,0.300820419325433,0.6763901549680948,0.5756410221755308,0.27008546929793975,0.017094015712973296,0.12136752504627951,0.3046685515850917,0.7084602003983852,1.8116995900065522,0.3915109858675042
10000002,5,0.11559139784946236,0.8709677419354839,0.8517361116512281,0.05972222213821322,0.003819444459603535,0.06006944427454727,0.36114620171584516,0.8343111611385392,1.6640197409272546,0.4383689977357208
10000003,5,0.14469078179696615,0.8308051341890315,0.7813985110617868,0.06585200402009593,0.010183300721169842,0.10794296939848211,0.2869887379135678,0.7756715808491238,1.8666701074645298,0.41464241248144196
10000004,5,0.11392405063291139,0.8708860759493671,0.8813838549651112,0.034596375612612786,0.002196595308775593,0.04503020308469925,0.3632808033895723,0.7914335770131083,1.6591237314151313,0.5243807650977899
10000005,5,0.08520179372197309,0.8878923766816144,0.843076922840695,0.033846154272759534,0.003076923277796336,0.07384615348934105,0.2810883551891593,0.8314123554012384,1.8861601841888278,0.5368911260749621
10000006,5,0.4473684210526316,0.5342105263157895,0.41309823342503355,0.3652392948777865,0.004408060552986652,0.209697735553272,0.32624836076550096,0.7625830515341059,1.7507568364508765,0.31105816798761343
10000007,5,0.6598360655737705,0.3114754098360656,0.18505860327560258,0.3774414030407705,0.014648437315631929,0.41259764891833833,0.2607527759534742,0.5806035389302281,1.9583284339804246,0.39601333760854845
10000008,5,0.5330188679245284,0.4481132075471698,0.34829932220611914,0.33061224224115265,0.009523809872251536,0.3170068020608328,0.572429012643661,0.913444243155445,1.321719146985922,0.5409199453872935
10000009,5,0.18004338394793926,0.8036876355748374,0.7406947884559621,0.119106699876871,0.016129032124649806,0.08870967784269489,0.20428765736033402,0.7303842361515561,2.2124778723170997,0.4808625658504924
10000010,5,0.1657754010695187,0.8262032085561497,0.3734494980901791,0.34657412867100773,0.005316007105000557,0.2720023625961991,0.22081220679728453,0.7749519983833146,2.128082502819211,0.4416930299432664
10000011,5,0.18203033838973162,0.8039673278879813,0.3676101755790732,0.37680640148618905,0.004538397234878862,0.24937298460165014,0.38049006387536477,0.8178521606945273,1.6211691843725655,0.6342756775377696
10000013,5,0.29411764705882354,0.6793168880455408,0.6146748703581267,0.16300527094065273,0.012741652655782374,0.18629173926305903,0.14004764329705918,0.5559905066561847,2.6721577777763494,0.18562161090571694
10000015,5,0.15246636771300448,0.8340807174887892,0.7938432825803734,0.08208955234034122,0.005597014893051215,0.09608208903942317,0.37008740105460347,0.851627056745604,1.6437957365703793,0.41757321339099795
10000016,5,0.17979197622585438,0.8038632986627043,0.7846994535522205,0.10601092900712512,0.008743169397511743,0.0710382513842057,0.3334457578777361,0.8281557248911776,1.7317587938988002,0.5618235519486621
10000017,5,0.18980667838312829,0.8031634446397188,0.6451016629021548,0.15526802177172314,0.0036968579471807353,0.17652495430779458,0.49678772325433923,0.8400128935928013,1.4187784148810831,0.45309769469612493
10000018,5,0.15933715742511154,0.8234544295729764,0.8181413962129805,0.08670520230515105,0.005780346817928702,0.04757670074835842,0.3456324679161559,0.8396351405200202,1.7009546460939138,0.491578780055698
